Date,Exercise,Category,Weight,Weight Unit,Reps,Distance,Distance Unit,Time
2025-01-20,Incline Bench Press,Chest,115.0,lbs,7,,,
2025-01-20,Incline Bench Press,Chest,115.0,lbs,7,,,
2025-01-20,Incline Bench Press,Chest,115.0,lbs,7,,,
2025-01-20,Hammer Strength Incline Press,Chest,45.0,lbs,13,,,
2025-01-20,Hammer Strength Incline Press,Chest,45.0,lbs,13,,,
2025-01-20,Hammer Strength Incline Press,Chest,45.0,lbs,13,,,
2025-01-20,Hammer Strength Triceps Extension,Triceps,65.0,lbs,13,,,
2025-01-20,Hammer Strength Triceps Extension,Triceps,80.0,lbs,10,,,
2025-01-20,Hammer Strength Triceps Extension,Triceps,80.0,lbs,10,,,
2025-01-21,Hammer Strength Plate Lying Leg Curl,Legs,25.0,lbs,8,,,
2025-01-21,Hammer Strength Plate Lying Leg Curl,Legs,25.0,lbs,8,,,
2025-01-21,Hammer Strength Plate Lying Leg Curl,Legs,25.0,lbs,8,,,
2025-01-21,Matrix Leg Press,Legs,90.0,lbs,10,,,
2025-01-21,Matrix Leg Press,Legs,90.0,lbs,10,,,
2025-01-21,Matrix Leg Press,Legs,90.0,lbs,10,,,
2025-01-21,Hammer Strength Leg Extension,Legs,85.0,lbs,10,,,
2025-01-21,Hammer Strength Leg Extension,Legs,85.0,lbs,10,,,
2025-01-22,Nautilus Cable Lat Pulldown,Back,99.0,lbs,11,,,
2025-01-22,Nautilus Cable Lat Pulldown,Back,99.0,lbs,11,,,
2025-01-22,Nautilus Cable Lat Pulldown,Back,88.0,lbs,14,,,
2025-01-22,Nautilus Cable Lat Pulldown,Back,88.0,lbs,12,,,
2025-01-22,Seated High Cable Row,Back,77.0,lbs,12,,,
2025-01-22,Seated High Cable Row,Back,88.0,lbs,13,,,
2025-01-22,Seated High Cable Row,Back,88.0,lbs,14,,,
2025-01-22,Hammer Strength Iso Lateral Low Row,Back,70.0,lbs,8,,,
2025-01-22,Hammer Strength Iso Lateral Low Row,Back,70.0,lbs,8,,,
2025-01-23,Incline Bench Press,Chest,115.0,lbs,10,,,
2025-01-23,Incline Bench Press,Chest,115.0,lbs,9,,,
2025-01-23,Incline Bench Press,Chest,115.0,lbs,9,,,
2025-01-23,Hammer Strength Chest Press Machine,Chest,85.0,lbs,11,,,
2025-01-23,Hammer Strength Chest Press Machine,Chest,85.0,lbs,11,,,
2025-01-23,Hammer Strength Chest Press Machine,Chest,85.0,lbs,11,,,
2025-01-23,Nautilus V Bar Pushdown,Triceps,44.0,lbs,11,,,
2025-01-23,Nautilus V Bar Pushdown,Triceps,44.0,lbs,11,,,
2025-01-23,Nautilus V Bar Pushdown,Triceps,44.0,lbs,11,,,
2025-01-23,Nautilus V Bar Pushdown,Triceps,44.0,lbs,11,,,
2025-01-23,Seated Dumbbell Raise,Shoulders,20.0,lbs,10,,,
2025-01-23,Seated Dumbbell Raise,Shoulders,20.0,lbs,10,,,
2025-01-23,Seated Dumbbell Raise,Shoulders,20.0,lbs,10,,,
2025-01-23,Nautilus Behind Head Extension,Triceps,27.5,lbs,12,,,
2025-01-23,Nautilus Behind Head Extension,Triceps,33.0,lbs,11,,,
2025-01-24,Belt Squat,Legs,50.0,lbs,8,,,
2025-01-24,Belt Squat,Legs,100.0,lbs,8,,,
2025-01-25,Nautilus MAG Pulldown,Back,88.0,lbs,14,,,
2025-01-25,Nautilus MAG Pulldown,Back,88.0,lbs,14,,,
2025-01-25,Nautilus MAG Pulldown,Back,88.0,lbs,14,,,
2025-01-25,Seated High Cable Row,Back,88.0,lbs,14,,,
2025-01-25,Seated High Cable Row,Back,88.0,lbs,14,,,
2025-01-25,Seated High Cable Row,Back,88.0,lbs,14,,,
2025-01-25,Nautilus Cable Curl,Biceps,33.0,lbs,14,,,
2025-01-25,Nautilus Cable Curl,Biceps,38.0,lbs,13,,,
2025-01-25,Nautilus Cable Curl,Biceps,38.0,lbs,13,,,
2025-01-25,Seated Dumbbell Curl,Biceps,20.0,lbs,14,,,
2025-01-25,Seated Dumbbell Curl,Biceps,20.0,lbs,14,,,
2025-01-25,Seated Dumbbell Curl,Biceps,20.0,lbs,14,,,
2025-01-25,Barbell Row,Back,85.0,lbs,10,,,
2025-01-25,Barbell Row,Back,85.0,lbs,10,,,
2025-01-26,Incline Bench Press,Chest,125.0,lbs,5,,,
2025-01-26,Incline Bench Press,Chest,125.0,lbs,5,,,
2025-01-26,Incline Bench Press,Chest,125.0,lbs,5,,,
2025-01-26,Close Grip Bench Press,Triceps,65.0,lbs,12,,,
2025-01-26,Close Grip Bench Press,Triceps,75.0,lbs,15,,,
2025-01-26,Close Grip Bench Press,Triceps,75.0,lbs,15,,,
2025-01-26,Hammer Strength Incline Press,Chest,45.0,lbs,12,,,
2025-01-26,Hammer Strength Incline Press,Chest,55.0,lbs,11,,,
2025-01-26,Hammer Strength Incline Press,Chest,55.0,lbs,11,,,
2025-01-26,Standing Barbell Press,Shoulders,45.0,lbs,12,,,
2025-01-26,Standing Barbell Press,Shoulders,65.0,lbs,8,,,
2025-01-26,Nautilus V Bar Pushdown,Triceps,44.0,lbs,14,,,
2025-01-26,Nautilus V Bar Pushdown,Triceps,44.0,lbs,13,,,
2025-01-26,Nautilus V Bar Pushdown,Triceps,44.0,lbs,13,,,
2025-01-26,Nautilus High Fly,Chest,23.0,lbs,12,,,
2025-01-26,Nautilus High Fly,Chest,23.0,lbs,12,,,
2025-01-26,Nautilus High Fly,Chest,23.0,lbs,11,,,
2025-01-27,Hack Squat Low Foot,Legs,50.0,lbs,8,,,
2025-01-27,Hack Squat Low Foot,Legs,50.0,lbs,8,,,
2025-01-27,Hack Squat Low Foot,Legs,50.0,lbs,8,,,
2025-01-27,Hack Squat Low Foot,Legs,50.0,lbs,8,,,
2025-01-27,Hammer Strength Plate Lying Leg Curl,Legs,25.0,lbs,8,,,
2025-01-27,Hammer Strength Plate Lying Leg Curl,Legs,25.0,lbs,8,,,
2025-01-27,Hammer Strength Plate Lying Leg Curl,Legs,25.0,lbs,10,,,
2025-01-27,Booty Builder,Legs,90.0,lbs,8,,,
2025-01-27,Booty Builder,Legs,90.0,lbs,8,,,
2025-01-27,Booty Builder,Legs,90.0,lbs,8,,,
2025-01-29,Pullup,Back,,,5,,,
2025-01-29,Pullup,Back,,,6,,,
2025-01-29,Pullup,Back,,,6,,,
2025-01-29,Nautilus Cable Lat Pulldown,Back,99.0,lbs,12,,,
2025-01-29,Nautilus Cable Lat Pulldown,Back,99.0,lbs,12,,,
2025-01-29,Nautilus Cable Lat Pulldown,Back,99.0,lbs,12,,,
2025-01-29,Nautilus Cable Lat Pulldown,Back,99.0,lbs,12,,,
2025-01-29,Seated High Cable Row,Back,99.0,lbs,13,,,
2025-01-29,Seated High Cable Row,Back,99.0,lbs,12,,,
2025-01-29,Seated High Cable Row,Back,99.0,lbs,13,,,
2025-01-29,Nautilus Straight Arm Pulldown,Back,44.0,lbs,12,,,
2025-01-29,Nautilus Straight Arm Pulldown,Back,50.0,lbs,12,,,
2025-01-29,Nautilus Straight Arm Pulldown,Back,50.0,lbs,12,,,
2025-01-29,Incline Dumbbell Curl,Biceps,15.0,lbs,15,,,
2025-01-29,Incline Dumbbell Curl,Biceps,15.0,lbs,14,,,
2025-01-29,Incline Dumbbell Curl,Biceps,15.0,lbs,14,,,
2025-01-29,Nautilus Cable Curl,Biceps,33.0,lbs,12,,,
2025-01-29,Nautilus Cable Curl,Biceps,33.0,lbs,12,,,
2025-01-29,Nautilus Cable Curl,Biceps,33.0,lbs,12,,,
2025-01-29,Anti Rotation Hold,Abs,16.0,lbs,,,,0:00:20
2025-01-29,Anti Rotation Hold,Abs,16.0,lbs,,,,0:00:35
2025-01-30,Bench Press,Chest,135.0,lbs,8,,,
2025-01-30,Bench Press,Chest,135.0,lbs,8,,,
2025-01-30,Bench Press,Chest,135.0,lbs,8,,,
2025-01-30,Incline Dumbbell Press,Chest,45.0,lbs,10,,,
2025-01-30,Incline Dumbbell Press,Chest,45.0,lbs,8,,,
2025-01-30,Incline Dumbbell Press,Chest,45.0,lbs,8,,,
2025-01-30,EZ Bar Skull Crusher,Triceps,45.0,lbs,8,,,
2025-01-30,EZ Bar Upright Row,Shoulders,60.0,lbs,8,,,
2025-01-30,EZ Bar Upright Row,Shoulders,60.0,lbs,9,,,
2025-01-30,EZ Bar Skull Crusher,Triceps,45.0,lbs,8,,,
2025-01-30,EZ Bar Skull Crusher,Triceps,45.0,lbs,8,,,
2025-01-30,EZ Bar Upright Row,Shoulders,60.0,lbs,9,,,
2025-01-30,Nautilus V Bar Pushdown,Triceps,44.0,lbs,12,,,
2025-01-30,Nautilus V Bar Pushdown,Triceps,44.0,lbs,12,,,
2025-01-30,Nautilus V Bar Pushdown,Triceps,44.0,lbs,12,,,
2025-01-31,Hammer Strength Lying Leg Curl,Legs,65.0,lbs,12,,,
2025-01-31,Hammer Strength Lying Leg Curl,Legs,70.0,lbs,12,,,
2025-01-31,Hammer Strength Lying Leg Curl,Legs,70.0,lbs,12,,,
2025-01-31,Matrix Leg Press,Legs,90.0,lbs,10,,,
2025-01-31,Matrix Leg Press,Legs,90.0,lbs,10,,,
2025-01-31,Matrix Leg Press,Legs,90.0,lbs,10,,,
2025-01-31,Hammer Strength Leg Extension,Legs,70.0,lbs,12,,,
2025-01-31,Hammer Strength Leg Extension,Legs,80.0,lbs,10,,,
2025-01-31,Hammer Strength Leg Extension,Legs,80.0,lbs,10,,,
2025-01-31,Hammer Strength Calf Raise,Legs,110.0,lbs,12,,,
2025-01-31,Hammer Strength Calf Raise,Legs,150.0,lbs,12,,,
2025-01-31,Hammer Strength Calf Raise,Legs,150.0,lbs,12,,,
2025-01-31,Belt Squat,Legs,90.0,lbs,10,,,
2025-01-31,Belt Squat,Legs,90.0,lbs,8,,,
2025-01-31,Belt Squat,Legs,90.0,lbs,8,,,
2025-02-01,Nautilus Cable Lat Pulldown,Back,99.0,lbs,14,,,
2025-02-01,Nautilus Cable Lat Pulldown,Back,99.0,lbs,14,,,
2025-02-01,Nautilus Cable Lat Pulldown,Back,99.0,lbs,12,,,
2025-02-01,Pullup,Back,,,6,,,
2025-02-01,Pullup,Back,,,6,,,
2025-02-01,Pullup,Back,,,6,,,
2025-02-01,Seated High Cable Row,Back,110.0,lbs,12,,,
2025-02-01,Seated High Cable Row,Back,110.0,lbs,12,,,
2025-02-01,Seated High Cable Row,Back,110.0,lbs,12,,,
2025-02-01,Nautilus Cable Curl,Biceps,38.0,lbs,12,,,
2025-02-01,Nautilus Cable Curl,Biceps,33.0,lbs,14,,,
2025-02-01,Nautilus Cable Curl,Biceps,33.0,lbs,12,,,
2025-02-01,Nautilus Cable Curl,Biceps,33.0,lbs,12,,,
2025-02-01,Incline Dumbbell Curl,Biceps,15.0,lbs,14,,,
2025-02-01,Incline Dumbbell Curl,Biceps,15.0,lbs,14,,,
2025-02-01,Incline Dumbbell Curl,Biceps,15.0,lbs,14,,,
2025-02-01,Anti Rotation Hold,Abs,16.0,lbs,,,,0:00:30
2025-02-01,Anti Rotation Hold,Abs,16.0,lbs,,,,0:00:30
2025-02-01,Barbell Row,Back,95.0,lbs,10,,,
2025-02-01,Barbell Row,Back,95.0,lbs,10,,,
2025-02-01,Barbell Row,Back,95.0,lbs,10,,,
2025-02-01,Reverse Pec Deck,Shoulders,55.0,lbs,15,,,
2025-02-01,Reverse Pec Deck,Shoulders,55.0,lbs,15,,,
2025-02-02,Incline Bench Press,Chest,125.0,lbs,6,,,
2025-02-02,Incline Bench Press,Chest,125.0,lbs,6,,,
2025-02-02,Incline Bench Press,Chest,125.0,lbs,5,,,
2025-02-02,Flat Dumbbell Fly,Chest,15.0,lbs,12,,,
2025-02-02,Flat Dumbbell Fly,Chest,15.0,lbs,12,,,
2025-02-02,Flat Dumbbell Fly,Chest,15.0,lbs,12,,,
2025-02-02,Flat Dumbbell Press,Chest,45.0,lbs,8,,,
2025-02-02,Flat Dumbbell Press,Chest,45.0,lbs,8,,,
2025-02-02,Nautilus Behind Head Extension,Triceps,33.0,lbs,14,,,
2025-02-02,Nautilus Behind Head Extension,Triceps,33.0,lbs,13,,,
2025-02-02,Nautilus Behind Head Extension,Triceps,33.0,lbs,12,,,
2025-02-02,Nautilus Lateral Raise,Shoulders,11.0,lbs,8,,,
2025-02-02,Nautilus Lateral Raise,Shoulders,11.0,lbs,8,,,
2025-02-02,Nautilus Lateral Raise,Shoulders,11.0,lbs,8,,,
2025-02-03,Hammer Strength Lying Leg Curl,Legs,80.0,lbs,12,,,
2025-02-03,Hammer Strength Lying Leg Curl,Legs,80.0,lbs,12,,,
2025-02-03,Hammer Strength Lying Leg Curl,Legs,80.0,lbs,12,,,
2025-02-03,Hammer Strength Leg Press,Legs,90.0,lbs,8,,,
2025-02-03,Hammer Strength Leg Press,Legs,90.0,lbs,8,,,
2025-02-03,Hammer Strength Leg Press,Legs,90.0,lbs,8,,,
2025-02-03,Hack Squat Low Foot,Legs,50.0,lbs,8,,,
2025-02-03,Hack Squat Low Foot,Legs,70.0,lbs,8,,,
2025-02-03,Hack Squat Low Foot,Legs,70.0,lbs,8,,,
2025-02-03,Hack Squat Low Foot,Legs,70.0,lbs,8,,,
2025-02-04,Nautilus Cable Lat Pulldown,Back,99.0,lbs,13,,,
2025-02-04,Nautilus Cable Lat Pulldown,Back,104.0,lbs,11,,,
2025-02-04,Nautilus Cable Lat Pulldown,Back,104.0,lbs,12,,,
2025-02-04,Pullup,Back,,,6,,,
2025-02-04,Pullup,Back,,,6,,,
2025-02-04,Pullup,Back,,,6,,,
2025-02-04,Seated High Cable Row,Back,110.0,lbs,12,,,
2025-02-04,Seated High Cable Row,Back,115.0,lbs,12,,,
2025-02-04,Seated High Cable Row,Back,115.0,lbs,12,,,
2025-02-04,Nautilus Cable Curl,Biceps,38.0,lbs,12,,,
2025-02-04,Nautilus Cable Curl,Biceps,38.0,lbs,12,,,
2025-02-04,Incline Dumbbell Curl,Biceps,15.0,lbs,13,,,
2025-02-04,Incline Dumbbell Curl,Biceps,20.0,lbs,10,,,
2025-02-04,Incline Dumbbell Curl,Biceps,20.0,lbs,9,,,
2025-02-04,Reverse Pec Deck,Shoulders,60.0,lbs,15,,,
2025-02-04,Reverse Pec Deck,Shoulders,60.0,lbs,15,,,
2025-02-04,Reverse Pec Deck,Shoulders,60.0,lbs,15,,,
2025-02-04,Anti Rotation Hold,Abs,16.0,lbs,,,,0:00:30
2025-02-04,Anti Rotation Hold,Abs,16.0,lbs,,,,0:00:30
2025-02-04,Nautilus Cable Crunch,Abs,44.0,lbs,14,,,
2025-02-04,Nautilus Cable Crunch,Abs,44.0,lbs,14,,,
2025-02-06,Bench Press,Chest,140.0,lbs,8,,,
2025-02-06,Bench Press,Chest,140.0,lbs,6,,,
2025-02-06,Bench Press,Chest,140.0,lbs,6,,,
2025-02-06,Incline Dumbbell Fly,Chest,15.0,lbs,10,,,
2025-02-06,Incline Dumbbell Fly,Chest,15.0,lbs,10,,,
2025-02-06,Incline Dumbbell Fly,Chest,15.0,lbs,10,,,
2025-02-06,Seated Dumbbell Press,Shoulders,40.0,lbs,8,,,
2025-02-06,Seated Dumbbell Raise,Shoulders,15.0,lbs,12,,,
2025-02-06,Seated Dumbbell Raise,Shoulders,15.0,lbs,10,,,
2025-02-06,Seated Dumbbell Press,Shoulders,40.0,lbs,8,,,
2025-02-06,Seated Dumbbell Press,Shoulders,40.0,lbs,8,,,
2025-02-06,Seated Dumbbell Raise,Shoulders,15.0,lbs,12,,,
2025-02-06,French Press,Triceps,40.0,lbs,9,,,
2025-02-06,French Press,Triceps,40.0,lbs,9,,,
2025-02-06,French Press,Triceps,40.0,lbs,9,,,
2025-02-06,Nautilus V Bar Pushdown,Triceps,44.0,lbs,12,,,
2025-02-06,Nautilus V Bar Pushdown,Triceps,49.0,lbs,12,,,
2025-02-06,Nautilus V Bar Pushdown,Triceps,49.0,lbs,12,,,
2025-02-07,Belt Squat,Legs,90.0,lbs,8,,,
2025-02-07,Belt Squat,Legs,110.0,lbs,8,,,
2025-02-07,Belt Squat,Legs,110.0,lbs,8,,,
2025-02-07,Belt Squat,Legs,110.0,lbs,8,,,
2025-02-07,Barbell RDL,Legs,95.0,lbs,8,,,
2025-02-07,Barbell RDL,Legs,115.0,lbs,8,,,
2025-02-07,Barbell RDL,Legs,115.0,lbs,9,,,
2025-02-07,Hoist Seated Leg Curl,Legs,110.0,lbs,15,,,
2025-02-07,Hoist Seated Leg Curl,Legs,130.0,lbs,15,,,
2025-02-07,Hoist Seated Leg Curl,Legs,150.0,lbs,15,,,
2025-02-07,Hoist Seated Leg Curl,Legs,150.0,lbs,14,,,
2025-02-07,Hammer Strength Calf Raise,Legs,155.0,lbs,12,,,
2025-02-07,Hammer Strength Calf Raise,Legs,155.0,lbs,12,,,
2025-02-07,Hammer Strength Calf Raise,Legs,155.0,lbs,10,,,
2025-02-07,Hammer Strength Leg Extension,Legs,85.0,lbs,13,,,
2025-02-07,Hammer Strength Leg Extension,Legs,90.0,lbs,10,,,
2025-02-08,Nautilus Cable Lat Pulldown,Back,110.0,lbs,13,,,
2025-02-08,Nautilus Cable Lat Pulldown,Back,110.0,lbs,12,,,
2025-02-08,Nautilus Cable Lat Pulldown,Back,110.0,lbs,12,,,
2025-02-08,Pullup,Back,,,5,,,
2025-02-08,Pullup,Back,,,6,,,
2025-02-08,Pullup,Back,,,6,,,
2025-02-08,Nautilus Straight Arm Pulldown,Back,44.0,lbs,12,,,
2025-02-08,Nautilus Straight Arm Pulldown,Back,50.0,lbs,12,,,
2025-02-08,Nautilus Straight Arm Pulldown,Back,50.0,lbs,12,,,
2025-02-08,Seated High Cable Row,Back,115.0,lbs,13,,,
2025-02-08,Seated High Cable Row,Back,115.0,lbs,12,,,
2025-02-08,Seated High Cable Row,Back,115.0,lbs,12,,,
2025-02-08,Nautilus Cable Curl,Biceps,38.0,lbs,14,,,
2025-02-08,Nautilus Cable Curl,Biceps,38.0,lbs,12,,,
2025-02-08,Nautilus Cable Curl,Biceps,38.0,lbs,12,,,
2025-02-09,Pec Deck,Chest,90.0,lbs,12,,,
2025-02-09,Pec Deck,Chest,90.0,lbs,12,,,
2025-02-09,Pec Deck,Chest,90.0,lbs,12,,,
2025-02-09,Nautilus V Bar Pushdown,Triceps,49.0,lbs,12,,,
2025-02-09,Nautilus V Bar Pushdown,Triceps,49.0,lbs,12,,,
2025-02-09,Nautilus V Bar Pushdown,Triceps,49.0,lbs,12,,,
2025-02-09,Incline Dumbbell Press,Chest,45.0,lbs,10,,,
2025-02-09,Incline Dumbbell Press,Chest,45.0,lbs,8,,,
2025-02-09,Incline Dumbbell Press,Chest,45.0,lbs,8,,,
2025-02-09,French Press,Triceps,40.0,lbs,10,,,
2025-02-09,French Press,Triceps,40.0,lbs,10,,,
2025-02-10,Seated Dumbbell Press,Shoulders,45.0,lbs,8,,,
2025-02-10,Seated Dumbbell Press,Shoulders,45.0,lbs,9,,,
2025-02-10,Seated Dumbbell Press,Shoulders,45.0,lbs,8,,,
2025-02-10,Nautilus Lateral Raise,Shoulders,11.0,lbs,8,,,
2025-02-10,Nautilus Lateral Raise,Shoulders,11.0,lbs,9,,,
2025-02-10,Nautilus Lateral Raise,Shoulders,11.0,lbs,8,,,
2025-02-10,Seated Face Pull,Shoulders,44.0,lbs,15,,,
2025-02-10,Seated Face Pull,Shoulders,49.0,lbs,15,,,
2025-02-10,Seated Face Pull,Shoulders,49.0,lbs,15,,,
2025-02-10,Nautilus V Bar Pushdown,Triceps,49.0,lbs,13,,,
2025-02-10,Nautilus V Bar Pushdown,Triceps,49.0,lbs,13,,,
2025-02-10,Nautilus V Bar Pushdown,Triceps,49.0,lbs,13,,,
2025-02-10,French Press,Triceps,45.0,lbs,10,,,
2025-02-10,French Press,Triceps,45.0,lbs,10,,,
2025-02-10,French Press,Triceps,45.0,lbs,10,,,
2025-02-10,Incline Dumbbell Curl,Biceps,15.0,lbs,12,,,
2025-02-10,Incline Dumbbell Curl,Biceps,20.0,lbs,9,,,
2025-02-10,Incline Dumbbell Curl,Biceps,20.0,lbs,10,,,
2025-02-10,Incline Dumbbell Curl,Biceps,20.0,lbs,10,,,
2025-02-11,Hammer Strength Hip Abduction,Legs,120.0,lbs,15,,,
2025-02-11,Hammer Strength Hip Abduction,Legs,135.0,lbs,15,,,
2025-02-11,Hammer Strength Hip Abduction,Legs,135.0,lbs,15,,,
2025-02-11,Hack Squat Low Foot,Legs,70.0,lbs,8,,,
2025-02-11,Hack Squat Low Foot,Legs,70.0,lbs,8,,,
2025-02-11,Hack Squat Low Foot,Legs,70.0,lbs,8,,,
2025-02-11,Hammer Strength Lying Leg Curl,Legs,85.0,lbs,13,,,
2025-02-11,Hammer Strength Lying Leg Curl,Legs,85.0,lbs,13,,,
2025-02-11,Hammer Strength Lying Leg Curl,Legs,85.0,lbs,12,,,
2025-02-11,Barbell RDL,Legs,115.0,lbs,10,,,
2025-02-11,Barbell RDL,Legs,115.0,lbs,10,,,
2025-02-11,Barbell RDL,Legs,115.0,lbs,8,,,
2025-02-11,Hammer Strength Calf Raise,Legs,160.0,lbs,12,,,
2025-02-11,Hammer Strength Leg Extension,Legs,90.0,lbs,12,,,
2025-02-11,Hammer Strength Leg Extension,Legs,90.0,lbs,12,,,
2025-02-11,Hammer Strength Leg Extension,Legs,90.0,lbs,12,,,
2025-02-11,Hammer Strength Calf Raise,Legs,170.0,lbs,10,,,
2025-02-12,Nautilus Cable Lat Pulldown,Back,110.0,lbs,13,,,
2025-02-12,Nautilus Straight Arm Pulldown,Back,33.0,lbs,12,,,
2025-02-12,Nautilus Cable Lat Pulldown,Back,115.0,lbs,12,,,
2025-02-12,Nautilus Straight Arm Pulldown,Back,38.0,lbs,10,,,
2025-02-12,Nautilus Straight Arm Pulldown,Back,38.0,lbs,10,,,
2025-02-12,Nautilus Cable Lat Pulldown,Back,115.0,lbs,12,,,
2025-02-12,Seated High Cable Row,Back,121.0,lbs,12,,,
2025-02-12,Seated High Cable Row,Back,121.0,lbs,12,,,
2025-02-12,Seated High Cable Row,Back,121.0,lbs,12,,,
2025-02-12,Incline Dumbbell Curl,Biceps,20.0,lbs,12,,,
2025-02-12,Incline Dumbbell Curl,Biceps,20.0,lbs,12,,,
2025-02-12,Incline Dumbbell Curl,Biceps,20.0,lbs,12,,,
2025-02-12,Barbell Row,Back,95.0,lbs,10,,,
2025-02-12,Barbell Row,Back,95.0,lbs,10,,,
2025-02-12,Barbell Row,Back,115.0,lbs,10,,,
2025-02-12,Nautilus Cable Curl,Biceps,38.0,lbs,14,,,
2025-02-12,Nautilus Cable Curl,Biceps,44.0,lbs,12,,,
2025-02-12,Nautilus Cable Curl,Biceps,44.0,lbs,11,,,
2025-02-13,Incline Bench Press,Chest,125.0,lbs,7,,,
2025-02-13,Incline Bench Press,Chest,125.0,lbs,7,,,
2025-02-13,Incline Bench Press,Chest,125.0,lbs,7,,,
2025-02-13,Incline Bench Press,Chest,125.0,lbs,7,,,
2025-02-13,Incline Dumbbell Fly,Chest,20.0,lbs,10,,,
2025-02-13,Incline Dumbbell Fly,Chest,20.0,lbs,10,,,
2025-02-13,Nautilus V Bar Pushdown,Triceps,49.0,lbs,13,,,
2025-02-15,Hammer Strength Hip Abduction,Legs,140.0,lbs,15,,,
2025-02-15,Hammer Strength Hip Abduction,Legs,140.0,lbs,15,,,
2025-02-15,Hammer Strength Hip Abduction,Legs,140.0,lbs,14,,,
2025-02-15,Hammer Strength Lying Leg Curl,Legs,85.0,lbs,14,,,
2025-02-15,Hammer Strength Lying Leg Curl,Legs,90.0,lbs,11,,,
2025-02-15,Hammer Strength Lying Leg Curl,Legs,90.0,lbs,8,,,
2025-02-15,Hammer Strength Calf Raise,Legs,160.0,lbs,12,,,
2025-02-16,Nautilus Cable Lat Pulldown,Back,110.0,lbs,13,,,
2025-02-16,Nautilus Cable Lat Pulldown,Back,115.0,lbs,11,,,
2025-02-16,Nautilus Cable Lat Pulldown,Back,115.0,lbs,12,,,
2025-02-16,Seated High Cable Row,Back,121.0,lbs,12,,,
2025-02-16,Seated High Cable Row,Back,126.0,lbs,12,,,
2025-02-16,Seated High Cable Row,Back,126.0,lbs,12,,,
2025-02-16,Barbell Row,Back,95.0,lbs,10,,,
2025-02-16,Barbell Row,Back,105.0,lbs,10,,,
2025-02-16,Barbell Row,Back,105.0,lbs,11,,,
2025-02-16,Incline Dumbbell Curl,Biceps,20.0,lbs,11,,,
2025-02-16,Incline Dumbbell Curl,Biceps,20.0,lbs,11,,,
2025-02-16,Incline Dumbbell Curl,Biceps,20.0,lbs,11,,,
2025-02-17,Incline Bench Press,Chest,125.0,lbs,6,,,
2025-02-17,Incline Bench Press,Chest,125.0,lbs,7,,,
2025-02-17,Incline Bench Press,Chest,125.0,lbs,7,,,
2025-02-17,Flat Dumbbell Press,Chest,50.0,lbs,8,,,
2025-02-17,Flat Dumbbell Press,Chest,50.0,lbs,8,,,
2025-02-17,Flat Dumbbell Press,Chest,50.0,lbs,8,,,
2025-02-17,Incline Dumbbell Fly,Chest,20.0,lbs,10,,,
2025-02-17,Incline Dumbbell Fly,Chest,20.0,lbs,10,,,
2025-02-17,Incline Dumbbell Fly,Chest,20.0,lbs,10,,,
2025-02-17,French Press,Triceps,50.0,lbs,9,,,
2025-02-17,French Press,Triceps,50.0,lbs,9,,,
2025-02-17,French Press,Triceps,50.0,lbs,9,,,
2025-02-17,Nautilus Lateral Raise,Shoulders,11.0,lbs,10,,,
2025-02-17,Nautilus Lateral Raise,Shoulders,11.0,lbs,10,,,
2025-02-17,Nautilus Lateral Raise,Shoulders,11.0,lbs,10,,,
2025-02-17,Nautilus V Bar Pushdown,Triceps,55.0,lbs,12,,,
2025-02-17,Nautilus V Bar Pushdown,Triceps,55.0,lbs,11,,,
2025-02-17,Nautilus V Bar Pushdown,Triceps,55.0,lbs,12,,,
2025-02-17,Single Reverse Pec Deck,Shoulders,55.0,lbs,8,,,
2025-02-17,Single Reverse Pec Deck,Shoulders,55.0,lbs,8,,,
2025-02-17,Single Reverse Pec Deck,Shoulders,55.0,lbs,8,,,
2025-02-18,Hack Squat Low Foot,Legs,50.0,lbs,8,,,
2025-02-18,Hack Squat Low Foot,Legs,90.0,lbs,8,,,
2025-02-18,Nautilus Glute Drive,Legs,90.0,lbs,11,,,
2025-02-18,Nautilus Glute Drive,Legs,140.0,lbs,10,,,
2025-02-18,Nautilus Glute Drive,Legs,140.0,lbs,10,,,
2025-02-18,Barbell RDL,Legs,95.0,lbs,10,,,
2025-02-18,Barbell RDL,Legs,115.0,lbs,10,,,
2025-02-19,Nautilus Cable Lat Pulldown,Back,115.0,lbs,12,,,
2025-02-19,Nautilus Cable Lat Pulldown,Back,121.0,lbs,12,,,
2025-02-19,Nautilus Cable Lat Pulldown,Back,121.0,lbs,12,,,
2025-02-19,Nautilus Seated Cable Row,Back,99.0,lbs,11,,,
2025-02-19,Nautilus Seated Cable Row,Back,99.0,lbs,11,,,
2025-02-19,Nautilus Seated Cable Row,Back,99.0,lbs,11,,,
2025-02-19,Nautilus Straight Arm Pulldown,Back,44.0,lbs,12,,,
2025-02-19,Nautilus Straight Arm Pulldown,Back,44.0,lbs,12,,,
2025-02-19,Nautilus Straight Arm Pulldown,Back,44.0,lbs,12,,,
2025-02-19,Incline Dumbbell Curl,Biceps,20.0,lbs,12,,,
2025-02-19,Incline Dumbbell Curl,Biceps,20.0,lbs,12,,,
2025-02-19,Incline Dumbbell Curl,Biceps,20.0,lbs,12,,,
2025-02-19,Hammer Strength Biceps Curl,Biceps,95.0,lbs,11,,,
2025-02-19,Hammer Strength Biceps Curl,Biceps,95.0,lbs,11,,,
